Incident Number,Date,Hour,Location (Zipcode),Initial Service Type,Incident Type,Force Type,Citizen Arrested,Citizen Sent to Hospital,Citizen Injured,Citizen Death,Citizen Injury Types,Officer Sent to Hospital,Officer Injured,Allegations and Findings,Citizen Demographics,Officer Demographics
31222,02/18/2022,3,23518,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 17); (Black, Male, 16); (Black, Male, 19)","(White, Male, 29, 7); (White, Male, 29, 6); (White, Male, 29, 0); (White, Male, 35, 8)"
31234,02/18/2022,7,23517,Narcotics,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Male, 53)","(White, Male, 43, 9); (White, Male, 35, 9)"
31236,02/17/2022,18,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Policy Violation: Police Officer's Manual, Unsubstantiated); (Policy Violation: Memos, Substantiated)",,"(Black, Male, 60, 31)"
31240,02/18/2022,18,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 22)","(White, Male, 26, 3); (White, Male, 20, 0); (White, Male, 41, 19); (White, Male, 61, 25); (White, Female, 31, 4)"
31269,02/23/2022,23,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 23)","(White, Male, 28, 2); (White, Male, 62, 5)"
31286,02/25/2022,15,23513,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 16)","(White, Male, 35, 8); (Black, Male, 34, 9)"
31287,02/25/2022,16,23502,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 16)","(White, Male, 28, 5); (White, Male, 33, 6)"
31294,02/07/2022,2,23505,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 42)","(White, Male, 36, 7); (White, Male, 28, 5)"
31317,11/11/2021,23,23508,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded); (Excessive Force, Exonerated)",,"(Black, Female, 30, 5)"
31321,01/24/2022,,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Substantiated); (Fail to Provide Police Services, Substantiated)",,"(White, Male, 31, 6); (White, Male, 54, 15)"
31327,03/03/2022,14,23507,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., ECW",No,No,No,No,,No,No,,"(Black, Male, 31)","(Black, Male, 44, 15); (Black, Male, 60, 23); (Asian, Male, 49, 13); (Asian, Male, 51, 25)"
31334,03/05/2022,0,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,Yes,Yes,,"(Black, Male, 24)","(White, Male, 37, 8); (White, Male, 32, 4); (White, Male, 24, 2)"
31356,03/08/2022,3,23509,Violent Felony,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,Yes,,"(White, Male, 36)","(White, Male, 25, 2); (White, Male, 27, 3)"
31377,03/13/2022,18,23507,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, )","(White, Male, 44, 14); (White, Male, 41, 16); (White, Female, 60, 18)"
31383,03/12/2022,10,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Unfounded)",,"(White, Male, 56, 30)"
31416,03/22/2022,6,23502,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 55)","(White, Male, 32, 1); (, , , )"
31417,03/22/2022,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Fail to Provide Police Services, Unsubstantiated)",,"(Asian, Male, 49, 19)"
31419,03/22/2022,19,23504,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,Yes,Yes,,"(Black, Male, 30)","(White, Male, 24, 2); (White, Male, 46, 17)"
31420,03/22/2022,13,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 33)","(White, Male, 24, 2); (White, Male, 36, 13)"
31421,03/22/2022,15,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Failure to Activate BWC, Unsubstantiated); (Failure to Activate BWC, Unsubstantiated)",,"(White, Male, 47, 23); (Black, Female, 40, 21)"
31442,03/28/2022,13,23504,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,No,,"(Black, Male, 29)","(White, Male, 23, 0); (White, Male, 45, 15)"
31444,03/29/2022,2,23510,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 66)","(White, Female, 40, 12)"
31451,03/29/2022,16,23508,Officer Initiated Event,Use of force,OC Spray,Yes,No,No,No,,No,No,,"(Black, Male, 17)","(Black, Male, 54, 24)"
31454,03/29/2022,10,,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded)",,"(White, Male, 44, 6); (White, Male, 45, 8)"
31479,04/04/2022,19,23507,Suspicious Situation,Use of force,Hard Hand Control Tact.,No,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 25)","(White, Male, 42, 19); (Black, Male, 47, 25)"
31495,04/08/2022,0,23503,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,Yes,Yes,,"(Black, Male, 38); (Black, Female, 27)","(White, Male, 40, 8); (White, Male, 40, 13); (White, Female, 23, 3); (Black, Male, 28, 5)"
31511,03/31/2022,21,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded)",,"(White, Male, 29, 6); (Black, Male, 23, 0)"
31523,04/01/2022,9,,,Citizen Complaint,,No,No,No,No,,No,No,,,"(Black, Male, 30, 4)"
31525,04/11/2022,15,23504,Non-Violent Felony,Use of force,"Hard Hand Control Tact., ECW",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 32)","(White, Male, 23, 0); (White, Male, 26, 1); (White, Male, 28, 2); (Black, Male, 26, 2)"
31526,04/11/2022,22,23503,Service Call,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 30)","(White, Male, 46, 13); (White, Male, 35, 14)"
31527,04/07/2022,17,23509,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 31, 5); (Unknown, Unknown, , 2)"
31551,04/21/2022,10,23518,Narcotics,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 39)","(White, Male, 40, 19); (White, Male, 42, 18); (Asian, Male, 44, 19)"
31555,04/21/2022,21,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 49)","(White, Male, 32, 7); (White, Male, 31, 5); (Unknown, Unknown, , 3)"
31560,04/22/2022,22,23507,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 42)","(White, Female, 25, 3)"
31561,04/23/2022,16,23510,Traffic Stop,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., OC Spray",Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 23)","(White, Male, 41, 17); (White, Male, 40, 16); (White, Male, 40, 19)"
31563,04/12/2022,,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Harassment, Unfounded)",,"(White, Male, 32, 6)"
31568,04/26/2022,2,23504,Psychiatric,Use of force,Empty/Soft Hand Control,No,Yes,No,No,,No,No,,"(Black, Male, 31)","(White, Male, 62, 5); (White, Male, 40, 13); (Asian, Male, 49, 14)"
31581,04/24/2022,22,23503,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 52)","(White, Male, 49, 17); (Black, Male, 24, 0)"
31582,04/25/2022,1,23518,Person w/ Weapon,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 38)","(White, Male, 28, 2); (White, Male, 23, 3); (White, Male, 28, 5); (White, Male, 30, 0); (White, Unknown, , 7); (Black, Male, 30, 0); (Asian, Male, 51, 22)"
31586,04/24/2022,16,23507,Psychiatric,Use of force,Hard Hand Control Tact.,No,Yes,No,No,,No,No,,"(Black, Male, 21)","(White, Male, 46, 18); (White, Male, 40, 15); (American Ind, Male, 22, 0)"
31592,04/28/2022,19,23517,,Citizen Complaint,,No,No,No,No,,No,No,,,"(Black, Male, 27, 4)"
31618,05/03/2022,15,23503,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 31)","(White, Male, 31, 6); (Black, Male, 34, 9)"
31621,04/28/2022,12,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Policy Violation: Police Officer's Manual, Unsubstantiated)",,"(White, Male, 44, 15); (Black, Female, 40, 21)"
31630,05/05/2022,16,23510,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 23)","(White, Male, 27, 3); (Asian, Male, 26, 4)"
31644,05/10/2022,7,23507,Psychiatric,Use of force,"Empty/Soft Hand Control, ECW",No,No,No,No,,No,No,,"(White, Male, 22)","(White, Male, 30, 0); (White, Male, 25, 3); (Black, Male, 45, 15)"
31646,05/11/2022,1,23513,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 56)","(White, Male, 38, 7); (Unknown, Male, 23, 2)"
31647,05/11/2022,2,23502,Prisoner Transport,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,Yes,Yes,,"(Black, Male, 46)","(White, Male, 28, 3); (White, Male, 30, 7); (White, Male, 23, 0); (White, Male, 35, 9); (White, Male, 39, 10); (Black, Male, 52, 19)"
31666,04/29/2022,9,23518,Search Warrant,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 30)","(White, Male, 27, 4)"
31682,05/15/2022,14,23505,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,Yes,,"(Black, Male, 24)","(Asian, Male, 26, 4); (Asian, Male, 53, 13)"
31687,05/16/2022,19,23517,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 44)","(White, Male, 32, 2)"
31689,05/10/2022,9,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Missing Court, Substantiated); (Policy Violation: General Order - Operational, Substantiated)",,"(White, Male, 59, 33); (White, Female, 31, 3)"
31691,02/02/2022,6,23504,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Female, 31, 5)"
31693,05/13/2022,0,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Policy Violation: Police Officer's Manual, Unsubstantiated); (Policy Violation: Special Order, Substantiated)",,"(Black, Male, 44, 13); (Black, Male, 30, 4)"
31707,05/19/2022,19,23502,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 40)","(White, Male, 35, 11)"
31709,05/20/2022,3,23502,Narcotics,Use of force,Hard Hand Control Tact.,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 27)","(White, Male, 44, 10); (Black, Male, 27, 5)"
31714,05/20/2022,10,23510,Trespassing,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 36)","(Black, Female, 40, 21)"
31725,05/24/2022,16,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Policy Violation: Police Officer's Manual, Unsubstantiated); (Biased Based Policing, Unfounded)",,"(White, Male, 47, 6)"
31728,05/01/2022,18,23509,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Courtesy, Substantiated); (Courtesy, Exonerated); (Fail to Provide Police Services, Substantiated)",,"(White, Male, 23, 2); (White, Male, 41, 11); (White, Female, 24, 2)"
31746,05/28/2022,21,23502,Violent Felony,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 29)","(White, Male, 27, 3); (White, Male, 45, 8); (White, Male, 41, 11); (Asian, Male, 26, 4)"
31750,05/31/2022,0,23504,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 28)","(White, Male, 32, 2); (White, Male, 35, 9); (American Ind, Male, 22, 0)"
31752,05/30/2022,8,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Policy Violation: Special Order, Substantiated)",,"(White, Male, 43, 9)"
31753,05/31/2022,12,23502,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 37, 12); (Unknown, Male, 41, 8)"
31761,06/01/2022,4,23502,Suspicious Situation,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 39)","(White, Male, 31, 8); (White, Female, 36, 2); (Unknown, Male, 23, 2)"
31776,06/03/2022,14,23504,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 31, 5); (White, Male, 37, 14)"
31788,06/09/2022,3,23454,Prisoner Transport,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,No,,"(White, Male, 40)","(White, Male, 24, 2); (Unknown, Unknown, 27, 5)"
31793,06/08/2022,23,23508,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Female, 20)","(White, Male, 35, 9); (White, Female, 31, 1)"
31808,06/09/2022,,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Civil Rights Violation, Unfounded); (Civil Rights Violation, Unfounded); (Civil Rights Violation, Unfounded)",,"(White, Male, 24, 2); (White, Male, 37, 9); (White, Female, 36, 2)"
31816,06/14/2022,22,23504,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 29)","(White, Male, 55, 31); (White, Male, 54, 28)"
31821,06/16/2022,9,23504,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 16)","(White, Male, 29, 5); (Unknown, Male, 31, 7)"
31823,06/15/2022,18,23504,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 0)","(Black, Male, 30, 4); (Black, Male, 28, 4)"
31834,06/18/2022,20,23502,Domestic Disturbance,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 29)","(White, Male, 24, 2); (White, Male, 31, 9)"
31845,05/27/2022,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Fail to Provide Police Services, Unsubstantiated)",,"(White, Male, 61, 25)"
31847,06/22/2022,23,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 32)","(White, Male, 32, 2); (White, Male, 26, 3)"
31849,05/07/2022,14,23518,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 0)","(White, Male, 27, 3)"
31854,06/23/2022,17,23513,Trespassing,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., TARP",Yes,No,No,No,,No,Yes,,"(Black, Female, 31)","(White, Male, 26, 2); (White, Male, 30, 6); (White, Male, 36, 9); (White, Male, 44, 15); (White, Female, 26, 3); (Unknown, Male, 45, 6)"
31858,06/21/2022,5,23508,Violent Felony,Use of force,Firearm Discharge,No,No,Yes,Yes,Death,No,No,,"(Black, Male, 42)","(White, Male, 27, 5); (White, Male, 33, 6); (White, Male, 34, 10); (White, Male, 43, 16)"
31868,06/24/2022,19,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated)",,"(White, Male, 54, 16); (Black, Male, 42, 14)"
31878,06/16/2022,,23518,,Citizen Complaint,,No,No,No,No,,No,No,,,"(Black, Male, 32, 4)"
31881,06/29/2022,20,23504,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 13)","(White, Male, 26, 1); (White, Male, 28, 3); (White, Male, 37, 14); (White, Male, 44, 15); (White, Male, 24, 1); (Black, Female, 40, 21); (Black, Male, 28, 4); (Black, Male, 31, 4)"
31886,06/28/2022,12,23507,Psychiatric,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,Yes,No,No,,Yes,No,,"(Black, Male, 30)","(White, Male, 42, 7); (White, Male, 33, 9); (White, Male, 35, 9); (White, Male, 32, 9); (Unknown, Unknown, 27, 5); (Unknown, Male, 23, 2)"
31887,07/01/2022,14,23504,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 32)","(White, Male, 41, 2); (White, Male, 31, 5); (White, Male, 29, 6)"
31889,07/01/2022,23,23509,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(White, Male, 36)","(White, Male, 43, 3); (White, Male, 32, 9); (Unknown, Male, 37, 9)"
31893,07/02/2022,14,23509,Pursuit,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 17)","(White, Male, 39, 12)"
31910,06/30/2022,22,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Courtesy, Exonerated); (Courtesy, Exonerated); (Excessive Force, Exonerated)",,"(White, Male, 40, 13); (White, Female, 32, 8); (White, Female, 24, 3)"
31911,05/26/2022,,23508,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 24, 3); (White, Male, 31, 9); (White, Female, 34, 3); (Unknown, Unknown, , 2)"
31925,06/09/2022,3,23454,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 24, 2); (Unknown, Unknown, 27, 5)"
31929,07/08/2022,1,23507,Accident Investigation,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 30)","(White, Male, 46, 13); (White, Male, 40, 14)"
31930,07/08/2022,13,23518,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 65)","(White, Male, 42, 18)"
31938,07/08/2022,23,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Excessive Force, Unsubstantiated); (Civil Rights Violation, Exonerated)",,"(White, Male, 30, 0)"
31941,07/09/2022,23,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Courtesy, Exonerated); (Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Exonerated)",,"(White, Male, 28, 3); (White, Female, 26, 2)"
31943,07/11/2022,18,23507,Psychiatric,Use of force,"Empty/Soft Hand Control, ECW",No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 33); (Black, Female, )","(White, Male, 43, 15); (Black, Male, 45, 15); (Black, Male, 47, 25)"
31950,07/13/2022,0,23507,Domestic Disturbance,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Female, 40)","(American Ind, Male, 22, 1)"
31956,07/14/2022,12,23509,Traffic Stop,Use of force,Hard Hand Control Tact.,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 19)","(White, Male, 33, 11); (White, Male, 26, 4)"
31957,07/14/2022,12,23509,Officer Initiated Event,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,Yes,,"(Black, Male, 19)","(White, Male, 26, 4); (White, Male, 33, 11)"
31958,06/20/2022,12,23502,Service Call,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 20)","(Black, Male, 29, 2)"
31961,07/17/2022,17,23502,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Hispanic, Female, 43)","(White, Male, 24, 1); (White, Male, 28, 6); (White, Male, 37, 14)"
31969,03/24/2022,15,23510,Pursuit,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 48)","(White, Male, 31, 5)"
31971,07/19/2022,2,23504,,Citizen Complaint,,No,No,No,No,,No,No,,,"(Black, Male, 32, 4)"
31972,07/01/2022,20,23502,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Canine",Yes,No,Yes,No,Canine Bite,No,No,,"(Black, Male, 30)","(White, Male, 41, 9); (White, Female, 34, 3)"
31975,07/20/2022,17,23502,Other,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(White, Male, 30)","(White, Male, 44, 10)"
31982,07/21/2022,17,23502,Suicide Attempt,Use of force,"Empty/Soft Hand Control, ECW",Yes,No,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 29)","(White, Male, 32, 5); (White, Male, 41, 6); (White, Male, 34, 8); (White, Male, 45, 8); (White, Male, 36, 14); (White, Male, 54, 19); (Black, Male, 52, 19)"
31987,07/25/2022,2,23505,Violent Felony,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,Yes,,"(Black, Male, 31)","(White, Male, 23, 1); (Black, Male, 47, 12)"
31990,07/23/2022,15,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Substantiated)",,"(Black, Female, 31, 1)"
31993,07/25/2022,21,23507,Psychiatric,Use of force,ECW,No,No,No,No,,No,No,,"(Black, Male, 58)","(Black, Male, 45, 15)"
31995,07/22/2022,20,23502,,Citizen Complaint,,No,No,No,No,,No,No,,,"(White, Male, 30, 0); (White, Male, 31, 10)"
32008,07/28/2022,1,23507,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 31)","(Unknown, Male, 41, 8)"
32010,07/28/2022,10,23518,Other,Use of force,Empty/Soft Hand Control,No,No,Yes,No,,No,No,,"(White, Female, 51); (White, Male, 15)","(Black, Female, 31, 1); (Black, Male, 23, 2); (Black, Male, 34, 2)"
32014,06/25/2022,12,23503,Other,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 62)","(White, Male, 32, 9); (Black, Male, 28, 5)"
32016,07/14/2022,12,23509,Officer Initiated Event,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,Yes,,"(Black, Male, 18)","(White, Male, 26, 4); (White, Male, 33, 11)"
32019,07/29/2022,8,23518,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",No,No,No,No,,No,Yes,,"(White, Male, 33)","(White, Male, 28, 5); (Asian, Male, 51, 23)"
32021,07/07/2022,2,23518,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,Yes,No,,"(Black, Male, 32)","(White, Male, 48, 12); (Black, Male, 45, 13)"
