Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
Blunt Object,II,Arrest-Felony,Thursday,,,,Control Against Resistance,,,,,Null,,,1800-2359,Behavioral Health,ECIT,,,August,,,1081752,NORTH,1,Biting,753577905,4344360,Black,Male,Yes,34,757922265,Active,Null,Null,Null,Null,Null,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Thursday,,,,Control Against Resistance,,,,,Null,,,1800-2359,Behavioral Health,ECIT,,,August,,,949741,NORTH,10,Biting,753577905,4344360,Black,Male,Yes,34,757922265,Active,Null,Null,Null,Null,Null,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Thursday,,,,Control Against Resistance,CEW,Control Against Resistance,CEW,Resisted Handcuffing,CEW,,,1800-2359,Behavioral Health,ECIT,,,August,,,996539,NORTH,24,Biting,753577905,4344360,Black,Male,Yes,34,757922265,Active,Active,Active,Active,Active,Active,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Thursday,,,,Control Against Resistance,Strikes/kicks,Strikes/kicks,Takedown (II and III),Control Against Resistance,Null,,,1800-2359,Behavioral Health,ECIT,,,August,,,351581,NORTH,13,Biting,753577905,4344360,Black,Male,Yes,34,757922265,Active,Active,Active,Active,Active,Null,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Thursday,,,,Kinetic Impact Projectile (KIP),Control Against Resistance,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,July,Needle / Spit / Bodily Fluids,,948240,North Precinct,14,,50557468,556936,White,Male,Yes,43,51114404,Aggressive,Active,,,,,,,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Misdemeanor,Thursday,,,,CEW,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,Yes,July,,,598201,North Precinct,1,,826538016,4053763,Hispanic,Male,Yes,59,830591779,Aggressive,,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Thursday,,,,CEW,,,,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,Yes,July,,,476889,North Precinct,21,,826538016,4053763,Hispanic,Male,Yes,59,830591779,Aggressive,,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Warrant,Thursday,,,,CEW,CEW,Control Against Resistance,,,,,,1200-1759,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,April,,,432690,East Precinct,19,,613566804,3521866,Black,Male,No,31,617088670,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,,,2022,1,1
Blunt Object,II,Arrest-Warrant,Thursday,,,,Chemical Incapacitant - handheld,CEW,Resisted HC,,,,,,1200-1759,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,April,,,216161,East Precinct,5,,613566804,3521866,Black,Male,No,31,617088670,Aggressive,Aggressive,Active,,,,,,Dispatched,,,,2022,1,1
Blunt Object,II,Arrest-Warrant,Thursday,,,,Resisted HC,Strikes/kicks,Resisted HC,,,,,,1200-1759,Domestic Violence,DISTURBANCE - DOMESTIC - PRIORITY,,,April,,,751522,East Precinct,2,,613566804,3521866,Black,Male,No,31,617088670,Active,Active,Active,,,,,,Dispatched,,,,2022,1,1
Blunt Object,II,Arrest-Warrant,Thursday,,,,Takedown (II and III),,,,,,,,1800-2359,Subject Stop,PERSON CONTACT (86),,,August,,,434191,Central Precinct,1,,770528465,636997,White,Male,Yes,46,771165462,Active,,,,,,,,Self-Initiated,,Yes,,2018,1,1
Blunt Object,II,Release to Medical,Thursday,,,,CEW,,Chemical Incapacitant - handheld,Chemical Incapacitant - handheld,,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,Yes,August,,,572201,EAST,6,,602577903,4140510,Black,Male,No,54,606718413,Active,Active,Active,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2023,1,1
Blunt Object,II,Release to Medical,Thursday,,,,CEW,Resisted HC,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,September,,,193659,Central Precinct,23,,908538746,128303,Black,Male,Yes,51,908667049,Aggressive,Active,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Release to Medical,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,September,,,600201,Central Precinct,2,,908538746,128303,Black,Male,Yes,51,908667049,Active,,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Release to Medical,Thursday,,,,Resisted HC,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,Yes,September,,,752121,Central Precinct,2,,908538746,128303,Black,Male,Yes,51,908667049,Active,,,,,,,,Dispatched,,,,2019,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,CEW,,Strikes/kicks,Resisted HC,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,Needle / Spit / Bodily Fluids,,266472,NORTH,3,,111576378,2017448,White,Female,No,25,113593826,Active,Active,Active,,,,,,Dispatched,Yes,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,CEW,Control Against Resistance,Control Against Resistance,Control Against Resistance,Control Against Resistance,Resisted HC,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,910731,NORTH,10,Used chair as weapon,892576446,4317605,Hispanic,Male,No,32,896894051,Active,Active,Active,Active,Active,Active,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Chemical Incapacitant - handheld,,,Resisted HC,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,Needle / Spit / Bodily Fluids,,1056351,NORTH,4,,111576378,2017448,White,Female,No,25,113593826,Active,Active,,,,,,,Dispatched,Yes,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,279472,NORTH,3,Used chair as weapon,892576446,4317605,Hispanic,Male,No,32,896894051,Active,Null,,,,,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,340482,NORTH,3,Used chair as weapon,892576446,4317605,Hispanic,Male,No,32,896894051,Active,Null,Null,,,,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Control Against Resistance,,,Resisted HC,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,842231,NORTH,5,Used chair as weapon,892576446,4317605,Hispanic,Male,No,32,896894051,Active,Active,Null,,,,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Control Against Resistance,,,Resisted HC,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,351581,NORTH,12,Used chair as weapon,892576446,4317605,Hispanic,Male,No,32,896894051,Active,Active,,,,,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Control Against Resistance,,Control Against Resistance,Control Against Resistance,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,,,1056351,NORTH,4,Used chair as weapon,892576446,4317605,Hispanic,Male,No,32,896894051,Active,Active,Active,,,,,,Dispatched,,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,,,October,Needle / Spit / Bodily Fluids,,221462,North Precinct,3,,420568562,447389,Black,Female,No,30,421015951,Active,Aggressive,Aggressive,Null,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Control Against Resistance,Takedown (IV),Control Against Resistance,Resisted HC,Control Against Resistance,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,,,October,Needle / Spit / Bodily Fluids,,267472,North Precinct,3,,420568562,447389,Black,Female,No,30,421015951,Active,Active,Active,Active,Aggressive,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Hobble,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,March,Needle / Spit / Bodily Fluids,,170361,NORTH,4,,111576378,2017448,White,Female,No,25,113593826,Active,,,,,,,,Dispatched,Yes,Yes,,2023,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Kinetic Impact Projectile (KIP),,,,,,,,0000-0559,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,May,,,1085151,East Precinct,5,,86567008,172065,Black,Male,Yes,52,86739073,Aggressive,,,,,,,,Dispatched,,Yes,,2022,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,December,,,752121,Central Precinct,4,,988549277,3441824,White,Male,Yes,46,991991101,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,Yes,Yes,,2020,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Resisted HC,,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,December,,,1103451,Central Precinct,3,,988549277,3441824,White,Male,Yes,46,991991101,Active,,,,,,,,Dispatched,Yes,Yes,,2020,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Resisted HC,Control Against Resistance,Control Against Resistance,,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,,,October,Needle / Spit / Bodily Fluids,,543500,North Precinct,17,,420568562,447389,Black,Female,No,30,421015951,Active,Active,Aggressive,Null,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Takedown (II and III),Control Against Resistance,,,,,,,1200-1759,Unwanted Person,UNWANTED PERSON,,,December,,,267472,Central Precinct,1,,988549277,3441824,White,Male,Yes,46,991991101,Aggressive,Active,,,,,,,Dispatched,Yes,Yes,,2020,1,1
Blunt Object,II,Arrest-Felony,Friday,,,,Takedown (IV),Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,,,October,Needle / Spit / Bodily Fluids,,997341,North Precinct,4,,420568562,447389,Black,Female,No,30,421015951,Active,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Misdemeanor,Friday,,,,CEW,Control Against Resistance,,,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,May,,,944541,North Precinct,8,,53527158,540781,Hispanic,Male,Yes,42,54067939,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,2018,1,1
Blunt Object,II,Arrest-Misdemeanor,Friday,,,,Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),,,,,,1800-2359,Suspicious,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE",,,May,,,471290,North Precinct,10,,53527158,540781,Hispanic,Male,Yes,42,54067939,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,Yes,,,2018,1,1
Blunt Object,II,Arrest-Warrant,Friday,,,,K9,,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,Knife / Edged Weapon / Stabbing Instrument,,April,,,232269,K9,18,,924566677,373131,White,Male,Yes,34,924939808,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Release to Medical,Friday,,,,CEW,,,,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,,Yes,September,,,439991,East Precinct,8,,41568178,4153409,Black,Male,Yes,34,45721587,Aggressive,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Release to Medical,Friday,,,,Takedown (II and III),Control Against Resistance,,,,,,,1200-1759,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,June,,,311971,Central Precinct,5,,558547713,4140659,White,Male,No,43,562688372,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Friday,,,,Takedown (II and III),Resisted HC,,,,,,,1200-1759,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,June,,,554201,,3,,558547713,4140659,White,Male,No,43,562688372,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Friday,,,,Takedown (II and III),Resisted HC,,,,,,,1200-1759,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,June,,,558502,Central Precinct,0,,558547713,4140659,White,Male,No,43,562688372,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Friday,,,,Takedown (II and III),Resisted HC,,,,,,,1200-1759,Behavioral Health,ECIT,Knife / Edged Weapon / Stabbing Instrument,Yes,June,,,843231,Central Precinct,2,,558547713,4140659,White,Male,No,43,562688372,Active,Active,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,,,,,,,,0000-0559,Unwanted Person,UNWANTED PERSON,,,May,,,360981,Central Precinct,2,,1010527337,3927449,White,Male,Yes,31,1014454786,Aggressive,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,,,,,,,,0000-0559,Vandalism,VANDALISM - PRIORITY,,,February,,,604800,North Precinct,17,,738556015,1136371,White,Male,Yes,28,739692386,Aggressive,,,,,,,,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,May,,,217161,EAST,6,Throwing mugs,870576856,4325636,Black,Female,No,33,874902492,Active,,,,,,,,Dispatched,,,,2023,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,May,,,836731,EAST,7,Throwing mugs,870576856,4325636,Black,Female,No,33,874902492,Active,,,,,,,,Dispatched,,,,2023,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,Yes,May,,,392581,EAST,12,Throwing mugs,870576856,4325636,Black,Female,No,33,874902492,Active,,,,,,,,Dispatched,,,,2023,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,,,,,,,,1200-1759,Threat,THREAT - PRIORITY,,,October,,,217361,CENTRAL,13,,421578312,4351514,White,Male,Yes,60,425929826,Active,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2023,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,CEW,CEW,,,,,,1200-1759,Area/Premise Check,PREMISE CHECK,,,June,,,836731,East Precinct,5,,215557270,4053618,White,Male,No,34,219610888,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,CEW,Resisted HC,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,August,,,348581,SERT,9,Biting,554548273,456374,White,Male,No,33,555004647,Aggressive,Aggressive,Aggressive,,,,,,Dispatched,,,,2020,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,CEW,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Takedown (II and III),Resisted HC,1800-2359,Vandalism,VANDALISM - PRIORITY,,,November,,,366981,Central Precinct,11,,853529536,3566194,Black,Male,Yes,36,857095730,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Dispatched,Yes,Yes,,2018,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,CEW,Control Against Resistance,,,,,,,1200-1759,Arson,ARSON - PRIORITY,,Yes,February,,,327581,Central Precinct,6,,389556141,398702,White,Male,No,31,389954843,Aggressive,Active,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Control Against Resistance,,,,,,,,1200-1759,Stolen Vehicle,ROLLING STOLEN *H,,,March,,,717111,East Precinct,5,,133566489,469480,Hispanic,Male,Yes,30,134035969,Aggressive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Control Against Resistance,Control Against Resistance,,,,,,,1200-1759,Stolen Vehicle,ROLLING STOLEN *H,,,March,,,916531,K9,12,,133566489,469480,Hispanic,Male,Yes,30,134035969,Active,Aggressive,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Control Against Resistance,Hobble,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,August,,,926741,East Precinct,6,Biting,554548273,456374,White,Male,No,33,555004647,Active,Active,,,,,,,Dispatched,,,,2020,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Control Against Resistance,1200-1759,Area/Premise Check,PREMISE CHECK,,,June,,,836731,East Precinct,5,,215557270,4053618,White,Male,No,34,219610888,Active,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,May,,,571001,Central Precinct,3,,150537219,517275,Black,Male,Yes,60,151054494,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Assault,ASSAULT - PRIORITY,,,May,,,327581,Central Precinct,4,,150537219,517275,Black,Male,Yes,60,151054494,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Kinetic Impact Projectile (KIP),,,Kinetic Impact Projectile (KIP),,,,,1200-1759,Threat,THREAT - PRIORITY,,,October,,,1046552,CENTRAL,3,,421578312,4351514,White,Male,Yes,60,425929826,Active,Active,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2023,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Area/Premise Check,PREMISE CHECK,,,June,,,125960,East Precinct,11,,215557270,4053618,White,Male,No,34,219610888,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Area/Premise Check,PREMISE CHECK,,,June,,,796919,East Precinct,22,,215557270,4053618,White,Male,No,34,219610888,Active,,,,,,,,Dispatched,,Yes,,2021,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Arson,ARSON - PRIORITY,,Yes,February,,,673111,Central Precinct,4,,389556141,398702,White,Male,No,31,389954843,Active,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,August,,,1067249,Training,19,Biting,554548273,456374,White,Male,No,33,555004647,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Vandalism,VANDALISM - PRIORITY,,,November,,,816721,Central Precinct,6,,853529536,3566194,Black,Male,Yes,36,857095730,Aggressive,,,,,,,,Dispatched,Yes,Yes,,2018,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Takedown (II and III),,,,,,,,1200-1759,Stolen Vehicle,ROLLING STOLEN *H,,,March,,,232271,East Precinct,4,,133566489,469480,Hispanic,Male,Yes,30,134035969,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Felony,Saturday,,,,Takedown (II and III),Takedown (II and III),,,,,,,1200-1759,Stolen Vehicle,ROLLING STOLEN *H,,,March,,,552501,East Precinct,13,,133566489,469480,Hispanic,Male,Yes,30,134035969,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2022,1,1
Blunt Object,II,Arrest-Misdemeanor,Saturday,,,,Kinetic Impact Projectile (KIP),,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,August,,,276171,East Precinct,2,,762538675,1727732,White,Male,Yes,26,764266407,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Arrest-Misdemeanor,Saturday,,,,PFA,,,,,,,,0600-1159,Welfare Check,WELFARE CHECK - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,Yes,August,,,903128,East Precinct,27,,762538675,1727732,White,Male,Yes,26,764266407,Aggressive,,,,,,,,Dispatched,,Yes,,2019,1,1
Blunt Object,II,Detained and Released,Saturday,,,,Control Against Resistance,,,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,May,,,882131,East Precinct,4,Biting,228556990,4201192,White,Male,No,11,232758182,Active,,,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Detained and Released,Saturday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1800-2359,Behavioral Health,ECIT,,Yes,May,,,937241,East Precinct,3,Biting,228556990,4201192,White,Male,No,11,232758182,Active,Active,Active,,,,,,Dispatched,,,,2021,1,1
Blunt Object,II,Release to Medical,Saturday,,,,CEW,,,,,,,,1800-2359,Behavioral Health,ECIT,,,January,,,776021,East Precinct,4,,576545723,301888,Black,Male,No,36,576847611,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,Yes,August,,,852231,East Precinct,3,,763548345,586331,White,Female,Yes,39,764134676,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1800-2359,Behavioral Health,ECIT,,,January,,,927141,East Precinct,3,,576545723,301888,Black,Male,No,36,576847611,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,,,Kinetic Impact Projectile (KIP),Control Against Resistance,,,,,,,1800-2359,Behavioral Health,ECIT,,,January,,,551100,East Precinct,13,,576545723,301888,Black,Male,No,36,576847611,Aggressive,Aggressive,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Behavioral Health,ECIT,,,January,,,676211,East Precinct,2,,576545723,301888,Black,Male,No,36,576847611,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,,,Resisted HC,,,,,,,,1800-2359,Behavioral Health,ECIT,,,January,,,716808,East Precinct,28,,576545723,301888,Black,Male,No,36,576847611,Aggressive,,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,,,Resisted HC,Control Against Resistance,,,,,,,1800-2359,Behavioral Health,ECIT,,,January,,,506291,East Precinct,1,,576545723,301888,Black,Male,No,36,576847611,Active,Aggressive,,,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,,,Resisted HC,Strikes/kicks,Strikes/kicks,Resisted HC,,,,,1800-2359,Behavioral Health,ECIT,,,January,,,434191,East Precinct,2,,576545723,301888,Black,Male,No,36,576847611,Aggressive,Aggressive,Aggressive,Active,,,,,Dispatched,,Yes,,2020,1,1
Blunt Object,II,Release to Medical,Saturday,,Firearm - Implied,,CEW,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - WITH WEAPON *H,,Yes,August,,,462792,CENTRAL,1,,492587682,1522716,White,Male,No,55,494110398,Active,,,,,,,,Dispatched,,,,2024,1,1
Blunt Object,II,Release to Medical,Saturday,,Firearm - Implied,,CEW,,,Control Against Resistance,,,,,0000-0559,Suspicious,SUSPICIOUS - WITH WEAPON *H,,Yes,August,,,135662,CENTRAL,3,,492587682,1522716,White,Male,No,55,494110398,Active,Active,,,,,,,Dispatched,,,,2024,1,1
