Master Subject ID,Subject Sex,APD Race,Subject Resistance,Subject Effects,Council District,Date Occurred,ZIP,CENSUS_TRACT,LOCATION,X_COORDINATE,Y_COORDINATE,COUNTY
459723646: 2019560903,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,02/25/2019 12:00:00 AM,78752,18.11,6707 CAMERON RD,3129252,10090848,1
27263574: 2019561340,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/25/2019 12:00:00 AM,78753,18.33,1330 E RUNDBERG LN,3133857,10102007,1
367134097: 2019561319,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/25/2019 12:00:00 AM,78741,23.16,WILLOW CREEK DR / E RIVERSIDE DR,3119982,10059831,1
458804912: 2019561690,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,6,02/25/2019 12:00:00 AM,78759,18.28,4100 DUVAL RD,3117571,10123295,1
458815828: 2019560068,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/25/2019 12:00:00 AM,78701,11,400 CONGRESS AVE,3113983,10070176,1
459110470: 2019550122,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/24/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
458756573: 2019541940,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/24/2019 12:00:00 AM,78701,7,1213 SABINE ST,3117215,10072544,1
459685320: 2019551799,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,6,02/24/2019 12:00:00 AM,78726,17.14,11210 FM 2222 RD,3079233,10117950,1
458756573: 2019550333,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/24/2019 12:00:00 AM,78701,7,1500 RED RIVER ST,3116901,10073857,1
459774959: 2019550122,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/24/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
191827139: 2019551285,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/24/2019 12:00:00 AM,78701,11,RED RIVER ST / E 12TH ST,3116725,10072357,1
305862792: 2019550249,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,1,02/24/2019 12:00:00 AM,78701,11,701 E 11TH ST,3116995,10071738,1
459078097: 2019551066,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,02/24/2019 12:00:00 AM,78704,13,505 BARTON SPRINGS RD,3112386,10066866,1
459532277: 2019541730,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/23/2019 12:00:00 AM,78741,23.12,6934 E BEN WHITE BLVD SVRD WB,3127153,10051991,1
459774743: 2019540151,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/23/2019 12:00:00 AM,78701,11,416 E 6TH ST,3115665,10070473,1
165036173: 2019540738,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3,02/23/2019 12:00:00 AM,78704,13.08,3400 S CONGRESS AVE,3109014,10056631,1
459774998: 2019541617,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,6,02/23/2019 12:00:00 AM,78726,17.14,11210 FM 2222 RD,3079233,10117950,1
459061714: 2019540151,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/23/2019 12:00:00 AM,78701,11,416 E 6TH ST,3115665,10070473,1
219234268: 2019540369,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,7,02/23/2019 12:00:00 AM,78757,-,8612 FIRESIDE DR,3119570,10106960,1
459607213: 2019540868,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/23/2019 12:00:00 AM,78745,24,701 E STASSNEY LN,3106653,10045949,1
459152872: 2019541868,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/23/2019 12:00:00 AM,78704,13,2400 S CONGRESS AVE,3110844,10059841,1
459774755: 2019540071,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/23/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
384048954: 2019540573,M,B,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/23/2019 12:00:00 AM,78702,8,2502 E 13TH ST,3123319,10073800,1
458973519: 2019530715,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,02/22/2019 12:00:00 AM,78759,17.54,10901 RESEARCH BLVD SVRD NB,3112538,10119080,1
89194871: 2019530392,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/22/2019 12:00:00 AM,78701,11,715 E 8TH ST,3116884,10070627,1
459774374: 2019530493,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/22/2019 12:00:00 AM,78702,9,211 COMAL ST,3119124,10067771,1
121045259: 2019531639,M,W,PREPARATORY RESISTANCE,MINOR INJURY,1,02/22/2019 12:00:00 AM,78723,21.12,6201 ADALEE AVE,3134764,10086016,1
459145488: 2019530144,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/22/2019 12:00:00 AM,78701,11,412 E 6TH ST,3115628,10070484,1
459631402: 2019530144,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/22/2019 12:00:00 AM,78701,11,412 E 6TH ST,3115628,10070484,1
459706252: 2019531831,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/22/2019 12:00:00 AM,78701,11,600 E 6TH ST,3116181,10070257,1
338627047: 2019531689,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/22/2019 12:00:00 AM,78758,-,1000 PRAIRIE TRL,3129394,10112037,1
458834600: 2019521030,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/21/2019 12:00:00 AM,78704,20,3603 SOUTHRIDGE DR,3103672,10058133,1
459028025: 2019520129,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/21/2019 12:00:00 AM,78753,18.23,N IH 35 SVRD SB / E RUNDBERG LN,3130654,10104010,1
459349296: 2019521133,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/21/2019 12:00:00 AM,78741,-,3300 PARKER LN,3114830,10054201,1
459463803: 2019521732,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,4,02/21/2019 12:00:00 AM,78753,18.33,9811 N IH 35 SVRD NB,3131846,10105495,1
459277631: 2019520543,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,02/21/2019 12:00:00 AM,78617,24.33,BAHAN DR / GILWELL DR,3155176,10038072,1
459774293: 2019520368,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/21/2019 12:00:00 AM,78753,-,9504 N IH 35 SVRD SB,3130920,10104963,1
459774348: 2019521243,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/21/2019 12:00:00 AM,78722,3.07,1419 FAIRWOOD RD,3124345,10082639,1
317543523: 2019521192,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/21/2019 12:00:00 AM,78704,-,2205 WIRTZ AVE,3107244,10062574,1
459755677: 2019510170,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3,02/20/2019 12:00:00 AM,78704,23,710 E BEN WHITE BLVD SVRD WB,3111061,10053193,1
291046474: 2019510161,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/20/2019 12:00:00 AM,78752,18.12,6911 N IH 35 SVRD NB,3125726,10093476,1
153093133: 2019511298,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,1,02/20/2019 12:00:00 AM,78723,21.12,5706 MANOR RD,3133312,10084623,1
459607213: 2019510167,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,02/20/2019 12:00:00 AM,78744,-,4413 MAGIN MEADOW DR,3109871,10038234,1
459415152: 2019501445,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/19/2019 12:00:00 AM,78723,-,6019 N IH 35 SVRD NB,3125349,10090392,1
51056291: 2019500238,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,02/19/2019 12:00:00 AM,78745,-,6725 CIRCLE S RD,3103894,10042419,1
361038366: 2019501250,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,02/19/2019 12:00:00 AM,78723,21,1401 BRAES RIDGE DR,3127818,10088185,1
459042493: 2019501411,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/19/2019 12:00:00 AM,78705,6,2414 PEARL ST,3112826,10078365,1
204084143: 2019501562,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,8,02/19/2019 12:00:00 AM,78735,19,W SH 71 / FLETCHER LN,3068516,10062077,1
459413613: 2019501217,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/19/2019 12:00:00 AM,78701,11.00,54 RAINEY ST,3115465,10066891,1
119145171: 2019490268,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/18/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
458847645: 2019490072,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/18/2019 12:00:00 AM,78701,11,E 6TH ST / TRINITY ST,3115415,10070416,1
368443716: 2019491043,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,5,02/18/2019 12:00:00 AM,78735,19.15,4200 S CAPITAL OF TEXAS HWY SVRD SB,3097138,10058343,1
185336142: 2019491118,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/18/2019 12:00:00 AM,78758,18,8532 N LAMAR BLVD,3124971,10102722,1
459081008: 2019491755,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/18/2019 12:00:00 AM,78723,-,1071 CLAYTON LN,3126309,10089393,1
459639329: 2019481706,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3,02/17/2019 12:00:00 AM,78741,23.14,4404 E OLTORF ST,3119889,10055968,1
302388641: 2019481728,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,4,02/17/2019 12:00:00 AM,78753,18.23,9515 N LAMAR BLVD,3128694,10106147,1
459772267: 2019480101,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
458900916: 2019480255,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,E 8TH ST / NECHES ST,3115961,10071000,1
1199899: 2019480194,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,300 E 6TH ST,3115154,10070604,1
458812676: 2019480380,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,02/17/2019 12:00:00 AM,78757,18.18,7908 GAULT ST,3121318,10101049,1
459772295: 2019481583,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,70 RAINEY ST,3115582,10067264,1
212926872: 2019480194,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,300 E 6TH ST,3115154,10070604,1
459346655: 2019480309,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,5,02/17/2019 12:00:00 AM,78704,20,1908 W BEN WHITE BLVD SVRD WB,3100638,10056709,1
459772615: 2019480101,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
459772616: 2019480101,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
459733559: 2019481305,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,02/17/2019 12:00:00 AM,78759,17.53,10711 RESEARCH BLVD SVRD NB,3112871,10118034,1
459126984: 2019481678,F,W,NOT RESISTANT,COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
459772294: 2019481583,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,70 RAINEY ST,3115582,10067264,1
459237449: 2019480101,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,9,02/17/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
33557580: 2019481678,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
459775328: 2019481506,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78751,3.05,600 W 51ST ST,3118410,10089003,1
305664948: 2019481678,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/17/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
459772255: 2019471015,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/16/2019 12:00:00 AM,78752,18.11,1521 REAGAN HILL DR,3130766,10092120,1
177603156: 2019460829,M,H,PREPARATORY RESISTANCE,MINOR INJURY,4,02/16/2019 12:00:00 AM,78753,18,9010 N IH 35 SVRD SB,3129982,10102803,1
459741692: 2019470167,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/16/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
367199137: 2019470656,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/16/2019 12:00:00 AM,78701,11,400 GUADALUPE ST,3112993,10070442,1
459696519: 2019470201,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,1,02/16/2019 12:00:00 AM,78723,21.13,3214 NORTHEAST DR,3136666,10086344,1
119146868: 2019471761,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,5,02/16/2019 12:00:00 AM,78748,24.21,100 TURK LN,3099865,10032314,1
459200848: 2019461770,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/16/2019 12:00:00 AM,78701,11,613 CONGRESS AVE,3114500,10070899,1
459772234: 2019470193,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/16/2019 12:00:00 AM,78701,11,403 E 6TH ST,3115468,10070315,1
458938059: 2019470732,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,7,02/16/2019 12:00:00 AM,78727,18.48,12503 LAMPLIGHT VILLAGE AVE,3128006,10124953,1
458782839: 2019471453,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/16/2019 12:00:00 AM,78723,3,BARBARA JORDAN BLVD / LANCASTER DR,3125132,10084790,1
459432872: 2019471875,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,02/16/2019 12:00:00 AM,78758,18.20,8885 RESEARCH BLVD SVRD NB,3120732,10108224,1
459773579: 2019470164,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,02/16/2019 12:00:00 AM,78701,11,403 E 6TH ST,3115468,10070315,1
459022730: 2019471351,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,8,02/16/2019 12:00:00 AM,78749,17.37,6705 W US 290 HWY,3075832,10057182,1
458972159: 2019460562,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,02/15/2019 12:00:00 AM,78748,17.46,2713 CROWNSPOINT DR,3086573,10039117,1
459130532: 2019461287,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,4,02/15/2019 12:00:00 AM,78758,18,8500 N LAMAR BLVD,3125256,10102147,1
459528899: 2019460950,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,4,02/15/2019 12:00:00 AM,78752,-,1212 WESTHEIMER DR,3129078,10092100,1
459049230: 2019462100,F,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/15/2019 12:00:00 AM,78754,18.34,7901 CAMERON RD,3132015,10095128,1
459589363: 2019460051,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,02/15/2019 12:00:00 AM,78745,-,2503 SHILOH DR,3090651,10043537,1
334825364: 2019461577,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,02/15/2019 12:00:00 AM,78753,18,615 E WONSLEY DR,3127181,10098449,1
458842803: 2019461496,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,7,02/15/2019 12:00:00 AM,78759,17.53,4501 W BRAKER LN,3112945,10118567,1
180685026: 2019460158,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,9,02/15/2019 12:00:00 AM,78705,6.03,500 W 26TH ST,3114312,10078939,1
458754422: 2019462040,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/15/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
52494856: 2019461811,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/15/2019 12:00:00 AM,78702,9,601 N IH 35 SVRD NB,3117100,10069985,1
459771901: 2019460101,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,9,02/15/2019 12:00:00 AM,78701,11,200 W 4TH ST,3113639,10070272,1
373883745: 2019450679,M,H,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,2,02/14/2019 12:00:00 AM,78744,24.26,7802 BIXLER DR,3114694,10032320,1
17433409: 2019450293,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/14/2019 12:00:00 AM,78752,-,REAGAN HILL DR / CAMERON RD,3130031,10092700,1
459771828: 2019451571,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,1,02/14/2019 12:00:00 AM,78705,4,E DEAN KEETON ST / RED RIVER ST,3119218,10077816,1
171966960: 2019450202,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,5,02/14/2019 12:00:00 AM,78704,-,1347 LAMAR SQUARE DR,3107823,10065499,1
373691638: 2019451305,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/14/2019 12:00:00 AM,78701,11,E 6TH ST / BRAZOS ST,3114741,10070624,1
167521447: 2019450617,M,H,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN,7,02/14/2019 12:00:00 AM,78758,18.44,11612 PRAIRIE HEN LN,3126327,10116635,1
459769573: 2019390159,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/08/2019 12:00:00 AM,78701,11,300 W 4TH ST,3113326,10070332,1
99812899: 2019450346,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/14/2019 12:00:00 AM,78704,-,201 BARTON SPRINGS RD,3112966,10067329,1
459771364: 2019441917,M,W,NOT RESISTANT,COMPLAINT OF INJURY/PAIN,4,02/13/2019 12:00:00 AM,78753,18.13,1030 NORWOOD PARK BLVD,3129996,10096983,1
459263886: 2019441374,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/13/2019 12:00:00 AM,78701,11,613 CONGRESS AVE,3114500,10070899,1
339020805: 2019441197,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,02/13/2019 12:00:00 AM,78745,20.02,1301 W BEN WHITE BLVD SVRD EB,3102867,10055574,1
459536958: 20195003915,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/13/2019 12:00:00 AM,78752,-,7247 CAMERON RD,3130154,10092766,1
101318949: 2019441323,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/13/2019 12:00:00 AM,78741,23.16,BURTON DR / E RIVERSIDE DR,3119525,10060752,1
216531692: 20195003915,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/13/2019 12:00:00 AM,78752,-,7247 CAMERON RD,3130154,10092766,1
14745899: 2019431359,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,1,02/12/2019 12:00:00 AM,78721,21.09,1208 COMETA ST,3130890,10075216,1
459758517: 2019430057,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,02/12/2019 12:00:00 AM,78617,23.19,3154 E SH 71 SVRD EB,3146534,10047586,1
459753093: 2019430789,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/12/2019 12:00:00 AM,78723,3,1201 BARBARA JORDAN BLVD,3124601,10084923,1
459134274: 2019431911,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/12/2019 12:00:00 AM,78741,-,1300 E RIVERSIDE DR,3117278,10063704,1
72090084: 2019420630,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/11/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
314311279: 2019420762,M,B,PASSIVE RESISTANCE,MINOR INJURY,4,02/11/2019 12:00:00 AM,78752,18.12,7417 N IH 35 SVRD NB,3126722,10095559,1
169150612: 2019420021,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/11/2019 12:00:00 AM,78753,-,1218 BONNIE BRAE,3134417,10103918,1
459330501: 2019420826,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,,02/11/2019 12:00:00 AM,78664,215.07,201 UNIVERSITY BLVD,3128814,10176932,2
167513356: 2019421246,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,7,02/11/2019 12:00:00 AM,78757,15,2525 W ANDERSON LN,3116494,10102601,1
459769968: 2019410212,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/10/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
322964269: 2019410178,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,9,02/10/2019 12:00:00 AM,78701,11,403 E 6TH ST,3115468,10070315,1
459731849: 2019411353,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/10/2019 12:00:00 AM,78745,24,710 E BEN WHITE BLVD SVRD EB,3110632,10052562,1
1199752: 2019410178,,,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/10/2019 12:00:00 AM,78701,11,403 E 6TH ST,3115468,10070315,1
459769967: 2019410212,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,9,02/10/2019 12:00:00 AM,78701,11,401 E 6TH ST,3115439,10070324,1
459756009: 2019410468,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/10/2019 12:00:00 AM,78741,23,2711 S IH 35 SVRD NB,3114575,10056441,1
459149875: 2019411217,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,2,02/10/2019 12:00:00 AM,78744,-,VILLAGE WALK / S PLEASANT VALLEY RD,3114310,10044513,1
458971406: 2019410697,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3,02/10/2019 12:00:00 AM,78704,13.08,133 W OLTORF ST,3110610,10060362,1
459769836: 2019400456,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/09/2019 12:00:00 AM,78701,11,500 E 7TH ST,3115951,10070759,1
458891233: 2019400137,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/09/2019 12:00:00 AM,78701,11,404 E 6TH ST,3115542,10070511,1
459596693: 2019401191,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,4,02/09/2019 12:00:00 AM,78751,21,5330 N IH 35 SVRD SB,3124538,10087177,1
288827014: 2019400197,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3,02/09/2019 12:00:00 AM,78741,23.17,4600 ELMONT DR,3122852,10060647,1
459769830: 2019400137,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/09/2019 12:00:00 AM,78701,11,404 E 6TH ST,3115542,10070511,1
459769828: 2019400137,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/09/2019 12:00:00 AM,78701,11,404 E 6TH ST,3115542,10070511,1
459085493: 2019400146,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,6,02/09/2019 12:00:00 AM,78717,203.11,13945 N US 183 HWY SVRD NB,3095702,10144170,2
459702590: 2019410908,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,4,02/09/2019 12:00:00 AM,78753,18.33,1108 WARRINGTON DR,3134367,10105741,1
459769827: 2019400137,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/09/2019 12:00:00 AM,78701,11,404 E 6TH ST,3115542,10070511,1
459607213: 2019401357,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,5,02/09/2019 12:00:00 AM,78748,24.21,9900 S IH 35 SVRD SB,3099603,10029695,1
459355689: 2019391440,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,4,02/08/2019 12:00:00 AM,78752,-,1400 REAGAN HILL DR,3130138,10092673,1
459545647: 2019391157,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,2,02/08/2019 12:00:00 AM,78744,24.31,7400 BURLESON RD,3128269,10044150,1
459769544: 2019390216,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/08/2019 12:00:00 AM,78701,-,503 COLORADO ST,3113880,10070672,1
459769750: 2019391118,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,2,02/08/2019 12:00:00 AM,78719,9800,3600 PRESIDENTIAL BLVD,3138850,10047302,1
138740092: 2019390231,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/08/2019 12:00:00 AM,78704,13.05,2302 WILSON ST,3110274,10061185,1
28705765: 2019400142,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,9,02/08/2019 12:00:00 AM,78701,11,400 E 6TH ST,3115491,10070521,1
