Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,CENSUS_TRACT,COUNTY,Location 1
1108606: 20171490116,05/29/2017 12:00:00 AM,400 BLOCK E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459526829: 2017930191,04/03/2017 12:00:00 AM,1201 N IH 35 SVRD NB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3117870,10072347,1,8.03,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459206636: 2017241566,01/24/2017 12:00:00 AM,600 NECHES ST,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3115747,10070360,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
208208747: 2017980092,04/08/2017 12:00:00 AM,1660 E 51ST ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127855,10084304,4,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
458972453: 20171301835,05/10/2017 12:00:00 AM,619 N IH 35 SVRD NB,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117174,10070191,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
334169421: 20171130551,04/23/2017 12:00:00 AM,4311 CANYONSIDE TRL,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3103788,10103811,10,17.19,TRAVIS COUNTY,"78731(30.345658, -97.765626)"
459548536: 20171491534,05/29/2017 12:00:00 AM,2121 E OLTORF ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3117862,10057044,3,23.13,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
367788664: 20171370968,05/17/2017 12:00:00 AM,8800 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3126682,10103295,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
318243400: 2017531241,02/22/2017 12:00:00 AM,700K E BRAKER LN,M,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3133929,10111029,7,18.24,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
128254248: 20171291210,05/09/2017 12:00:00 AM,6710 TULSA CV,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3136155,10088241,1,21.13,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
101319008: 201760279,01/06/2017 12:00:00 AM,1600 WEBBERVILLE RD,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3134084,10075662,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459534685: 20171102126,04/20/2017 12:00:00 AM,300 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458781096: 20171101465,04/20/2017 12:00:00 AM,7505 CRESTON LN,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3123467,10097771,4,18.04,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
295043435: 2017261032,01/26/2017 12:00:00 AM,E 12TH ST / WALNUT AVE,M,B,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3123943,10073503,1,8.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459465368: 20171351724,05/15/2017 12:00:00 AM,1501 REAGAN HILL DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3130394,10092312,4,18.11,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459049353: 2017130552,01/13/2017 12:00:00 AM,10107 RESEARCH BLVD SVRD NB,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3112263,10116438,7,17.53,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
459536352: 20171630154,06/12/2017 12:00:00 AM,400 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459114716: 2017750036,03/16/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
305671954: 20171000741,04/10/2017 12:00:00 AM,1801 W WELLS BRANCH PKWY,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3134076,10131930,,18.63,TRAVIS COUNTY,"78728(30.450836, -97.682765)"
57738018: 20171140601,04/24/2017 12:00:00 AM,31 N IH 35 SVRD NB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3116537,10065711,3,10,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459042094: 20171310198,05/11/2017 12:00:00 AM,W WELLS BRANCH PKWY / FM 1825 RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3136987,10134262,7,18.57,TRAVIS COUNTY,"78660(30.449905, -97.613157)"
165121046: 20171431933,05/23/2017 12:00:00 AM,1809 W RUNDBERG LN,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3122356,10108459,4,18.2,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
1090622: 2017750156,03/16/2017 12:00:00 AM,223 E 6TH ST,,,NOT RESISTANT,NO COMPLAINT OF INJURY/PAIN,3115004,10070454,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459535514: 20171141210,04/24/2017 12:00:00 AM,9705 BURNET RD,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3119358,10111827,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
262013640: 20171381237,05/18/2017 12:00:00 AM,1030 NORWOOD PARK BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129996,10096983,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
458995641: 201731729,01/03/2017 12:00:00 AM,1800 BURTON DR,M,B,evading/fleeing motor vehicle,MINOR INJURY,3118973,10059156,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
99615434: 20171460565,05/26/2017 12:00:00 AM,2906 SWEENEY LN,F,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3134153,10085079,1,21.07,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459534840: 20171121970,04/22/2017 12:00:00 AM,404 E 6TH ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3115542,10070511,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
160956764: 20171620330,06/11/2017 12:00:00 AM,E MARTIN LUTHER KING JR BLVD / CHESTNUT AVE,M,B,mixed,COMPLAINT OF INJURY/PAIN,3122264,10075440,1,8.03,TRAVIS COUNTY,"78722(30.290465, -97.715708)"
56754521: 20171170419,04/27/2017 12:00:00 AM,12989 N US 183 HWY SVRD NB,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3102342,10132339,6,204.06,WILLIAMSON COUNTY,"78729(30.454447, -97.767067)"
459519039: 2017751920,03/16/2017 12:00:00 AM,11617 RESEARCH BLVD SVRD NB,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3112144,10124380,6,17.54,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
72090441: 2017671494,03/08/2017 12:00:00 AM,211 E WILLIAM CANNON DR,M,H,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3104109,10042937,2,24.22,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
1085472: 2017150141,01/15/2017 12:00:00 AM,300 BLOCK E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459521026: 2017781596,03/19/2017 12:00:00 AM,700 BLOCK E 10TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116859,10071512,1,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
220922296: 2017490087,02/18/2017 12:00:00 AM,8610 LORALINDA DR,M,W,evading/fleeing motor vehicle,MINOR INJURY,3130455,10100317,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
100074268: 2017830999,03/24/2017 12:00:00 AM,12250 RESEARCH BLVD SVRD SB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3108922,10128404,10,25,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
243205265: 20171460725,05/26/2017 12:00:00 AM,4901 SCARSDALE DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114635,10046062,2,24.11,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459494359: 2017121598,01/12/2017 12:00:00 AM,6816 CRESTONE RD,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3127537,10045711,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
51053364: 20171231293,05/03/2017 12:00:00 AM,5800 SWEENEY CIR,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133829,10084623,1,21.07,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
168888647: 20171321997,05/12/2017 12:00:00 AM,7108 NORTHEAST DR,F,H,empty hand defensive resistance,MINOR INJURY,3133893,10090648,1,21.12,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
1090180: 2017700209,03/11/2017 12:00:00 AM,E 6TH ST / NECHES ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115761,10070320,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
135285364: 2017821944,03/23/2017 12:00:00 AM,40 CHALMERS AVE,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3118760,10065195,3,10,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
170133861: 20171501895,05/30/2017 12:00:00 AM,5700 CAMERON RD,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3126690,10088315,4,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
458842543: 20171071310,04/17/2017 12:00:00 AM,800 CONGRESS AVE,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3114453,10071516,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459088027: 2017760150,03/17/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459540999: 20171290166,05/09/2017 12:00:00 AM,9500 S IH 35 SVRD SB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3099306,10032153,5,24.21,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
162595318: 20171551231,06/04/2017 12:00:00 AM,9607 RESEARCH BLVD NB,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113169,10114556,7,17.53,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
458768232: 20171370472,05/17/2017 12:00:00 AM,6103 MANOR RD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3134407,10085593,1,21.07,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
458777938: 20171101341,04/20/2017 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459532572: 20171050197,04/15/2017 12:00:00 AM,300 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458850498: 2017281106,01/28/2017 12:00:00 AM,5802 COOLBROOK DR,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3141749,10084777,1,22.01,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
168362308: 20171400192,05/20/2017 12:00:00 AM,325 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115339,10070350,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
181273627: 20171721782,06/21/2017 12:00:00 AM,8312 ROBIN CT,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3124317,10102101,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459281150: 20171591474,06/08/2017 12:00:00 AM,DOUGLAS ST / E OLTORF ST,M,W,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3118172,10057000,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
165028080: 2017620174,03/03/2017 12:00:00 AM,400 BLOCK E 6TH ST,F,H,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459437455: 2017961333,04/06/2017 12:00:00 AM,223 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115004,10070454,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459486095: 2017750959,03/16/2017 12:00:00 AM,935 LA POSADA DR,M,W,empty hand active aggression,MINOR INJURY,3126064,10091805,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459366884: 20171280022,05/08/2017 12:00:00 AM,6503 S IH 35 SVRD NB,M,W,PREPARATORY RESISTANCE,MINOR INJURY,3106775,10042619,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
165022884: 2017821997,03/23/2017 12:00:00 AM,1101 SHOAL CREEK BLVD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3111942,10073510,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
254673390: 2017720682,03/13/2017 12:00:00 AM,105 E STASSNEY LN,M,W,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3105011,10047327,3,24.02,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
5023951: 2017381332,02/07/2017 12:00:00 AM,600 BLOCK NECHES ST,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3115785,10070494,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458835637: 2017141460,01/14/2017 12:00:00 AM,2525 WALLINGWOOD DR,M,W,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3101439,10068953,8,19.11,TRAVIS COUNTY,"78746(30.293201, -97.80785)"
170133484: 2017590766,02/28/2017 12:00:00 AM,500 BLOCK E 7TH ST,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
288823236: 20171121077,04/22/2017 12:00:00 AM,4501 E RIVERSIDE DR,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3121153,10058007,3,23.14,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459020616: 20171191529,04/29/2017 12:00:00 AM,2005 UPHILL LN,M,H,mixed,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129942,10053642,3,23.12,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
383058356: 2017132188,01/13/2017 12:00:00 AM,739 W WILLIAM CANNON DR,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3100039,10044720,2,24.24,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
15307771: 20171161816,04/26/2017 12:00:00 AM,1201 W LIVE OAK ST,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3107106,10062922,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
458871842: 20171611435,06/10/2017 12:00:00 AM,10601 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3130070,10109861,4,18.23,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
458780964: 2017171568,01/17/2017 12:00:00 AM,1912 E WILLIAM CANNON DR,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3108106,10041682,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
1090155: 2017640353,03/05/2017 12:00:00 AM,900 SAN ANTONIO ST,,,evading/fleeing motor vehicle,NO COMPLAINT OF INJURY/PAIN,3113149,10072249,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
5572804: 20171270380,05/07/2017 12:00:00 AM,7000 CARWILL DR,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3145100,10083996,1,22.02,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
317995473: 20176900144,04/12/2017 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458853803: 2017721643,03/14/2017 12:00:00 AM,E 6TH ST / CHALMERS AVE,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3120145,10068816,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
297011276: 2017841636,03/25/2017 12:00:00 AM,11421 PTARMIGAN DR,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3125710,10116319,7,18.44,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459192366: 201711078,01/01/2017 12:00:00 AM,FM 969 RD / ROGERS LN,M,W,empty hand active aggression,MINOR INJURY,3145460,10075564,1,22.08,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
119080913: 2017760207,03/17/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
131664315: 20171270300,05/07/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
73466143: 2017821409,03/23/2017 12:00:00 AM,314 W 11TH ST,M,W,mixed,MINOR INJURY,3113855,10072884,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
288625851: 2017361138,02/05/2017 12:00:00 AM,6307 CAMERON RD,M,B,empty hand active aggression,MINOR INJURY,3128892,10090071,1,21.04,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459107319: 20171311492,05/11/2017 12:00:00 AM,903 ECHO LN,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3099024,10044496,2,24.24,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
33293676: 20171011141,04/11/2017 12:00:00 AM,12500 TECH RIDGE BLVD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3138898,10119503,7,18.39,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
308478629: 2017400048,02/09/2017 12:00:00 AM,400 E 6TH ST,M,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459198753: 20171171480,04/27/2017 12:00:00 AM,601 E 15TH ST,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117100,10073351,1,7,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
51327810: 2017850157,03/26/2017 12:00:00 AM,519 E 7TH ST,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3116096,10070500,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459301240: 20171672072,06/17/2017 12:00:00 AM,1810 GUADALUPE ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3114463,10075565,9,7,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459291151: 2017861659,03/27/2017 12:00:00 AM,7200 CAMERON RD,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129700,10092439,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
265618638: 20171221112,05/02/2017 12:00:00 AM,5401 N IH 35 SVRD NB,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,3124904,10087486,4,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459007644: 2017871962,03/29/2017 12:00:00 AM,2025 E 2ND ST,M,W,PREPARATORY RESISTANCE,MINOR INJURY,3121135,10066828,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459505423: 2017431153,02/12/2017 12:00:00 AM,1705 CENTRE CREEK DR,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3134214,10095685,1,18.34,TRAVIS COUNTY,"78754(30.356927, -97.643722)"
305791821: 2017741349,03/15/2017 12:00:00 AM,1600 E WILLIAM CANNON DR,M,H,empty hand defensive resistance,MINOR INJURY,3106388,10042291,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
1085889: 2017160151,01/16/2017 12:00:00 AM,11501 ROCK ROSE AVE,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3119545,10119175,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
1085891: 2017160151,01/16/2017 12:00:00 AM,11501 ROCK ROSE AVE,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3119545,10119175,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459540318: 20171580275,06/07/2017 12:00:00 AM,7417 N IH 35 SVRD NB,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126722,10095559,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
182976774: 2017451535,02/14/2017 12:00:00 AM,126 W OLTORF ST,M,W,verbal resistance/aggression,NO COMPLAINT OF INJURY/PAIN,3110714,10060506,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
337119427: 2017210079,01/21/2017 12:00:00 AM,310 E 6TH ST,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115258,10070590,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
33298720: 20171410422,05/21/2017 12:00:00 AM,6118 FAIRWAY ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127179,10056845,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459055927: 20171140079,04/24/2017 12:00:00 AM,700 W STASSNEY LN,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3102571,10048868,2,24.1,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
1902186: 2017651836,03/06/2017 12:00:00 AM,607 GREAT BRITAIN BLVD,F,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3097907,10038105,2,24.23,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
214303049: 2017790695,03/20/2017 12:00:00 AM,301 W BEN WHITE BLVD EB,M,W,empty hand defensive resistance,MINOR INJURY,3107212,10054719,3,13.08,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459426114: 20171241891,05/04/2017 12:00:00 AM,201 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114771,10070534,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459512603: 2017630171,03/04/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,H,empty hand defensive resistance,MINOR INJURY,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459553419: 20171591883,06/08/2017 12:00:00 AM,601 E 15TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3117100,10073351,1,7,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459532611: 20171041840,04/14/2017 12:00:00 AM,607 TRINITY ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115550,10070621,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
118887036: 20171191587,04/29/2017 12:00:00 AM,9414 N LAMAR BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127650,10106327,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
185405713: 201771505,01/07/2017 12:00:00 AM,8533 N CAPITAL OF TEXAS HWY NB,M,W,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3107084,10113807,10,17.06,TRAVIS COUNTY,"78759(30.40316, -97.753727)"
459556580: 20171680024,06/17/2017 12:00:00 AM,700 E 7TH ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3116612,10070581,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459516805: 2017720813,03/13/2017 12:00:00 AM,9121 NORTH PLZ,M,A,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3131549,10102399,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
153210677: 20171601911,06/09/2017 12:00:00 AM,9200 N IH 35 SVRD SB,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3130339,10103490,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
383059023: 2017851416,03/26/2017 12:00:00 AM,1600 WEBBERVILLE RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3134084,10075662,1,21.09,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
459081516: 2017140172,01/14/2017 12:00:00 AM,1800 WILLOW CREEK DR,M,H,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3119368,10058922,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
1108925: 20171550188,06/04/2017 12:00:00 AM,600 SAN JACINTO BLVD,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115070,10070567,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459143534: 20171270564,05/07/2017 12:00:00 AM,400 E 6TH ST,M,W,NOT RESISTANT,MINOR INJURY,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
5041380: 2017941271,04/04/2017 12:00:00 AM,5706 MANOR RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3133312,10084623,1,21.12,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459505408: 2017430274,02/12/2017 12:00:00 AM,9209 N LAMAR BLVD,M,H,evading/fleeing motor vehicle,NO COMPLAINT OF INJURY/PAIN,3127840,10105069,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
159580965: 2017590563,02/28/2017 12:00:00 AM,8312 N IH 35 SVRD SB,F,B,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3128227,10099667,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
5052933: 2017111083,01/11/2017 12:00:00 AM,710 E BEN WHITE BLVD SVRD EB,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3110632,10052562,3,24.03,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
22555785: 2017101484,01/10/2017 12:00:00 AM,9601 POINT VISTA PL,F,W,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3134359,10103258,4,18.33,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
318022537: 2017692142,03/10/2017 12:00:00 AM,600 RED RIVER ST,M,B,empty hand active aggression,MINOR INJURY,3116085,10070257,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
