Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,ZIP,CENSUS_TRACT,County
459323708: 2018320184,02/01/2018 12:00:00 AM,9719 ANDERSON VILLAGE DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3099427,10140888,6,78729,204.08,WILLIAMSON COUNTY
254740877: 2018321277,02/01/2018 12:00:00 AM,9401 N IH 35 SVRD NB,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131125,10103884,4,78753,-,TRAVIS COUNTY
459610257: 2018321814,02/01/2018 12:00:00 AM,400 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
381747589: 20186900101,01/31/2018 12:00:00 AM,800 RUTLAND DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128158,10106371,4,78758,-,TRAVIS COUNTY
336593218: 20186900102,01/31/2018 12:00:00 AM,8630 N LAMAR BLVD,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3126044,10102866,4,78758,-,TRAVIS COUNTY
167513681: 20186900101,01/31/2018 12:00:00 AM,800 RUTLAND DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3128158,10106371,4,78758,-,TRAVIS COUNTY
184748662: 2018311253,01/31/2018 12:00:00 AM,2003 MARCUS ABRAMS BLVD,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3085643,10028778,5,78748,17.74,TRAVIS COUNTY
171442440: 2018311002,01/31/2018 12:00:00 AM,2309 E 5TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122397,10067501,3,78702,9.02,TRAVIS COUNTY
168899919: 2018300240,01/30/2018 12:00:00 AM,6324 SHADOW BND,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102851,10045259,2,78745,-,TRAVIS COUNTY
208210709: 2018301066,01/30/2018 12:00:00 AM,1322 LAMAR SQUARE DR,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3107659,10065957,5,78704,13.03,TRAVIS COUNTY
459633719: 2018300348,01/30/2018 12:00:00 AM,5908 AVERY ISLAND AVE,F,W,DEFENSIVE RESISTANCE,MINOR INJURY,3112188,10131550,6,78727,-,TRAVIS COUNTY
313853152: 2018301147,01/30/2018 12:00:00 AM,3306 OAK SPRINGS DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3128693,10073247,1,78721,21.09,TRAVIS COUNTY
459220654: 2018300240,01/30/2018 12:00:00 AM,6324 SHADOW BND,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102851,10045259,2,78745,-,TRAVIS COUNTY
185861787: 2018300348,01/30/2018 12:00:00 AM,5908 AVERY ISLAND AVE,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3112188,10131550,6,78727,-,TRAVIS COUNTY
459399001: 20185002766,01/30/2018 12:00:00 AM,13101 BREVE COVE,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,-,-,,-,-,
156829271: 2018300072,01/30/2018 12:00:00 AM,8930 GALEWOOD DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121931,10106738,4,78758,-,TRAVIS COUNTY
459602755: 2018300006,01/30/2018 12:00:00 AM,500 TRINITY ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115301,10070114,9,78701,-,TRAVIS COUNTY
170080822: 2018290099,01/29/2018 12:00:00 AM,406 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115565,10070504,9,78701,-,TRAVIS COUNTY
459317156: 2018291183,01/29/2018 12:00:00 AM,300 E CROSLIN ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3124991,10095922,4,78752,-,TRAVIS COUNTY
182201212: 2018290099,01/29/2018 12:00:00 AM,406 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115565,10070504,9,78701,-,TRAVIS COUNTY
255072162: 2018290039,01/29/2018 12:00:00 AM,MASTERSON PASS / N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129311,10108615,4,78758,-,TRAVIS COUNTY
459628930: 2018290844,01/29/2018 12:00:00 AM,5107 SINGLE SHOT CIR,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134810,10079936,1,78723,21.08,TRAVIS COUNTY
458805443: 2018290023,01/29/2018 12:00:00 AM,604 BRAZOS ST,F,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114657,10070787,9,78701,-,TRAVIS COUNTY
459254788: 2018280195,01/28/2018 12:00:00 AM,11500 ROCK ROSE AVE,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119460,10119310,7,78758,-,TRAVIS COUNTY
174199719: 2018280195,01/28/2018 12:00:00 AM,11500 ROCK ROSE AVE,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119460,10119310,7,78758,-,TRAVIS COUNTY
1150878: 2018280257,01/28/2018 12:00:00 AM,400 E 6TH ST,,,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459496290: 2018280106,01/28/2018 12:00:00 AM,403 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115468,10070315,9,78701,-,TRAVIS COUNTY
288827014: 2018280166,01/28/2018 12:00:00 AM,400 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
458754422: 2018271509,01/27/2018 12:00:00 AM,700 NECHES ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115843,10070697,9,78701,-,TRAVIS COUNTY
459396598: 2018270148,01/27/2018 12:00:00 AM,E 4TH ST / TRINITY ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115220,10069746,9,78701,-,TRAVIS COUNTY
165094983: 2018261398,01/26/2018 12:00:00 AM,900 N IH 35 SVRD SB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3117057,10071179,9,78701,-,TRAVIS COUNTY
459654692: 2018260217,01/26/2018 12:00:00 AM,4507 AVENUE G,M,W,DEADLY RESISTANCE,DEATH,3119306,10085431,9,78751,3.05,TRAVIS COUNTY
459632695: 2018261153,01/26/2018 12:00:00 AM,12433 DESSAU RD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3143646,10115713,1,78754,-,TRAVIS COUNTY
191829393: 2018261541,01/26/2018 12:00:00 AM,4800 E RIVERSIDE DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122490,10057789,3,78741,-,TRAVIS COUNTY
16386097: 2018260164,01/26/2018 12:00:00 AM,2800 BARTONS BLUFF LN,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3097259,10065961,8,78746,19.11,TRAVIS COUNTY
459516179: 2018261379,01/26/2018 12:00:00 AM,2200 GUADALUPE ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3114371,10077024,9,78705,-,TRAVIS COUNTY
459582340: 2018250050,01/25/2018 12:00:00 AM,606 W 17TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3113514,10075364,9,78701,7,TRAVIS COUNTY
203952601: 2018250718,01/25/2018 12:00:00 AM,1900 KRIZAN AVE,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3130449,10127338,7,78727,18.47,TRAVIS COUNTY
25231893: 2018250086,01/25/2018 12:00:00 AM,1500 RED RIVER ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116901,10073857,1,78701,7,TRAVIS COUNTY
459632401: 2018251361,01/25/2018 12:00:00 AM,3226 W SLAUGHTER LN,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3082850,10038555,5,78748,17.46,TRAVIS COUNTY
5114646: 2018251069,01/25/2018 12:00:00 AM,801 E WILLIAM CANNON DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3105654,10042375,2,78745,-,TRAVIS COUNTY
135311194: 2018240873,01/24/2018 12:00:00 AM,5403 CAMERON RD,F,W,DEADLY RESISTANCE,COMPLAINT OF INJURY/PAIN,3125528,10086931,4,78723,-,TRAVIS COUNTY
459349027: 2018240807,01/24/2018 12:00:00 AM,5300 BLOCK S PLEASANT VALLEY RD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3114198,10044364,2,78744,24.11,TRAVIS COUNTY
309724226: 2018240990,01/24/2018 12:00:00 AM,3811 E 12TH ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3130796,10074307,1,78721,-,TRAVIS COUNTY
314114972: 20185002987,01/24/2018 12:00:00 AM,2241 S IH 35 SVRD NB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115513,10058348,9,78741,-,TRAVIS COUNTY
90445330: 2018241473,01/24/2018 12:00:00 AM,1711 RUTLAND DR,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3123198,10109941,4,78758,-,TRAVIS COUNTY
436273528: 2018240873,01/24/2018 12:00:00 AM,5403 CAMERON RD,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3125528,10086931,4,78723,-,TRAVIS COUNTY
384076090: 2018240436,01/24/2018 12:00:00 AM,8300 N IH 35 SVRD SB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128202,10099438,4,78753,18.06,TRAVIS COUNTY
7871115: 2018240927,01/24/2018 12:00:00 AM,12989 N US 183 HWY SVRD NB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102417,10132355,6,78729,-,WILLIAMSON COUNTY
203892581: 2018241195,01/24/2018 12:00:00 AM,2807 PARKER LN,F,B,PASSIVE RESISTANCE,MINOR INJURY,3115378,10055701,3,78741,23.07,TRAVIS COUNTY
77464586: 2018230041,01/23/2018 12:00:00 AM,7308 CAMERON RD,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3130062,10093073,4,78752,-,TRAVIS COUNTY
459369372: 2018230796,01/23/2018 12:00:00 AM,1000 PAYTON GIN RD,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3125582,10104533,4,78758,-,TRAVIS COUNTY
459481721: 2018231199,01/23/2018 12:00:00 AM,2201 DEADWOOD DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111521,10045127,2,78744,24.11,TRAVIS COUNTY
31523111: 2018230765,01/23/2018 12:00:00 AM,2002 CORNELL ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3122224,10071142,1,78702,8.04,TRAVIS COUNTY
204148876: 2018230606,01/23/2018 12:00:00 AM,5446 W US 290 HWY SVRD WB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3083833,10058802,8,78735,19.15,TRAVIS COUNTY
302407209: 2018230066,01/23/2018 12:00:00 AM,2048 W STASSNEY LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3097087,10051826,5,78745,-,TRAVIS COUNTY
459183386: 20186900001,01/23/2018 12:00:00 AM,6103 AVERY ISLAND AVE,M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111364,10131910,6,78727,-,TRAVIS COUNTY
203887025: 2018231569,01/23/2018 12:00:00 AM,1505 TOWN CREEK DR,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3119554,10061293,3,78741,-,TRAVIS COUNTY
167523062: 2018220397,01/22/2018 12:00:00 AM,7202 CREEKSIDE DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3132136,10091609,1,78752,18.11,TRAVIS COUNTY
170001863: 2018220018,01/22/2018 12:00:00 AM,2413 LEON ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112224,10078404,9,78705,6.03,TRAVIS COUNTY
213720899: 20185002589,01/22/2018 12:00:00 AM,6800 TRENDAL LN,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3109402,10039546,2,78744,24.27,TRAVIS COUNTY
459152078: 2018220954,01/22/2018 12:00:00 AM,13000 BLOCK MC CALLEN PASS,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3138152,10122290,7,78753,18.39,TRAVIS COUNTY
459346732: 2018221475,01/22/2018 12:00:00 AM,500 SAN JACINTO BLVD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114905,10070325,9,78701,-,TRAVIS COUNTY
1149799: 2018210218,01/21/2018 12:00:00 AM,E 7TH ST / TRINITY ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115529,10070760,9,78701,-,TRAVIS COUNTY
458812205: 2018211498,01/21/2018 12:00:00 AM,9024 NORTHGATE BLVD,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121526,10108096,4,78758,-,TRAVIS COUNTY
459630261: 2018211213,01/21/2018 12:00:00 AM,N LAMAR BLVD / W 29TH ST,F,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3112269,10081644,9,78705,-,TRAVIS COUNTY
459569751: 2018210223,01/21/2018 12:00:00 AM,314 E 6TH ST,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115291,10070580,9,78701,-,TRAVIS COUNTY
459630239: 2018210394,01/21/2018 12:00:00 AM,2900 CENTRUM DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3145181,10106405,1,78754,18.42,TRAVIS COUNTY
459419842: 2018210461,01/21/2018 12:00:00 AM,100 BLOCK E SLAUGHTER LN,F,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102469,10033741,2,78744,24.29,TRAVIS COUNTY
174329302: 2018211085,01/21/2018 12:00:00 AM,1770 CRICKET HOLLOW DR,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126254,10114689,4,78758,18.43,TRAVIS COUNTY
183108193: 2018200381,01/20/2018 12:00:00 AM,5913 AVERY ISLAND AVE,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112078,10131423,6,78727,17.86,TRAVIS COUNTY
288636391: 2018190691,01/19/2018 12:00:00 AM,10615 GOLDEN QUAIL DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3126429,10111906,4,78758,-,TRAVIS COUNTY
459127482: 2018190598,01/19/2018 12:00:00 AM,1301 SHOAL CREEK BLVD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3112202,10074333,9,78701,-,TRAVIS COUNTY
459629813: 2018190113,01/19/2018 12:00:00 AM,W US 290 HWY SVRD WB / BOSTON LN,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3086679,10058816,8,78735,19.15,TRAVIS COUNTY
459184060: 2018191572,01/19/2018 12:00:00 AM,300 BLOCK E 6TH ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3115154,10070604,9,78701,-,TRAVIS COUNTY
164757777: 2018190096,01/19/2018 12:00:00 AM,3848 AIRPORT BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125168,10078793,9,78722,-,TRAVIS COUNTY
208208747: 2018181095,01/18/2018 12:00:00 AM,MANOR RD / ROGGE LN,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3133403,10084476,1,78723,-,TRAVIS COUNTY
380830102: 2018181027,01/18/2018 12:00:00 AM,MANOR RD / ROGGE LN,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133403,10084476,1,78723,-,TRAVIS COUNTY
459120867: 2018180684,01/18/2018 12:00:00 AM,700 BEDFORD ST,M,U,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125685,10071721,1,78702,8.02,TRAVIS COUNTY
459615733: 2018181563,01/18/2018 12:00:00 AM,928 SUGAREE AVE,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3121259,10097931,7,78757,15.04,TRAVIS COUNTY
155714458: 2018170492,01/17/2018 12:00:00 AM,4702 WALDEN CIR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134669,10079001,1,78723,-,TRAVIS COUNTY
459488151: 2018170817,01/17/2018 12:00:00 AM,10000 BARRINGTON CV,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3134856,10104503,4,78753,18.33,TRAVIS COUNTY
169148779: 2018171086,01/17/2018 12:00:00 AM,3600 GOODWIN AVE,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3128731,10071240,3,78702,8.01,TRAVIS COUNTY
458897561: 2018161050,01/16/2018 12:00:00 AM,8901 PARKFIELD DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124063,10105197,4,78758,18.19,TRAVIS COUNTY
459136972: 2018160725,01/16/2018 12:00:00 AM,100 W WILLIAM CANNON DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3103548,10043263,2,78745,-,TRAVIS COUNTY
459616220: 2018160088,01/16/2018 12:00:00 AM,1905 GASTON PLACE DR,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3130513,10087448,1,78723,21.06,TRAVIS COUNTY
459293767: 2018160016,01/16/2018 12:00:00 AM,12100 METRIC BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3126346,10120352,7,78758,18.49,TRAVIS COUNTY
203758741: 2018161202,01/16/2018 12:00:00 AM,301 E 5TH ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115028,10070068,9,78701,-,TRAVIS COUNTY
459512362: 2018151581,01/15/2018 12:00:00 AM,E RIVERSIDE DR / ALTA VISTA AVE,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115454,10064250,9,78704,14.02,TRAVIS COUNTY
211552641: 2018150485,01/15/2018 12:00:00 AM,3703 COMMERCE ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129684,10075273,1,78721,21.09,TRAVIS COUNTY
383062670: 2018151300,01/15/2018 12:00:00 AM,110 E 2ND ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114154,10069410,9,78701,-,TRAVIS COUNTY
458779740: 2018140142,01/14/2018 12:00:00 AM,314 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115291,10070580,9,78701,-,TRAVIS COUNTY
288773404: 2018140739,01/14/2018 12:00:00 AM,210 PEDERNALES ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122714,10066489,3,78702,-,TRAVIS COUNTY
209453427: 2018141053,01/14/2018 12:00:00 AM,1931 E BEN WHITE BLVD SVRD EB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3114061,10051626,2,78744,-,TRAVIS COUNTY
169148779: 2018141122,01/14/2018 12:00:00 AM,1141 AIRPORT BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128790,10072312,3,78721,-,TRAVIS COUNTY
459628090: 2018130134,01/13/2018 12:00:00 AM,401 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115439,10070324,9,78701,-,TRAVIS COUNTY
169148727: 2018130415,01/13/2018 12:00:00 AM,710 E BEN WHITE BLVD SVRD WB,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3111061,10053193,3,78704,-,TRAVIS COUNTY
459628092: 2018130036,01/13/2018 12:00:00 AM,422 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115730,10070453,9,78701,-,TRAVIS COUNTY
459628098: 2018130134,01/13/2018 12:00:00 AM,401 E 6TH ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3115439,10070324,9,78701,-,TRAVIS COUNTY
459628141: 2018131446,01/13/2018 12:00:00 AM,201 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114771,10070534,9,78701,-,TRAVIS COUNTY
204091739: 2018131407,01/13/2018 12:00:00 AM,BARTON SPRINGS RD / S CONGRESS AVE,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113334,10067473,9,78704,-,TRAVIS COUNTY
459365398: 2018120035,01/12/2018 12:00:00 AM,418 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115692,10070465,9,78701,-,TRAVIS COUNTY
317456924: 2018121579,01/12/2018 12:00:00 AM,5706 MANOR RD,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3133312,10084623,1,78723,-,TRAVIS COUNTY
76087657: 2018121367,01/12/2018 12:00:00 AM,9300 N IH 35 SB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130597,10103632,4,78753,-,TRAVIS COUNTY
185729304: 2018120795,01/12/2018 12:00:00 AM,11901 PAVILION BLVD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109342,10127585,10,78759,25,TRAVIS COUNTY
458990803: 2018111428,01/11/2018 12:00:00 AM,814 E RUNDBERG LN,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3131269,10103817,4,78753,-,TRAVIS COUNTY
323682565: 2018111063,01/11/2018 12:00:00 AM,500 E 7TH ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115951,10070759,9,78701,-,TRAVIS COUNTY
119215223: 2018101453,01/10/2018 12:00:00 AM,8610 N LAMAR BLVD,M,A,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3125923,10102708,4,78758,-,TRAVIS COUNTY
459627430: 2018101157,01/10/2018 12:00:00 AM,400 E ANDERSON LN EB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131887,10094434,1,78754,-,TRAVIS COUNTY
153158843: 2018100046,01/10/2018 12:00:00 AM,11724 RESEARCH BLVD SVRD SB,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3111428,10125718,10,78759,-,TRAVIS COUNTY
459627442: 2018101433,01/10/2018 12:00:00 AM,3601 PRESIDENTIAL BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3138769,10047856,2,78719,-,TRAVIS COUNTY
32442035: 2018100407,01/10/2018 12:00:00 AM,2001 BURTON DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3118057,10058233,3,78741,23.15,TRAVIS COUNTY
459599826: 2018101091,01/10/2018 12:00:00 AM,3154 E SH 71 SVRD EB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3146534,10047586,2,78617,-,TRAVIS COUNTY
459063703: 2018101499,01/10/2018 12:00:00 AM,4323 S IH 35 SVRD NB,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3111631,10050167,2,78744,-,TRAVIS COUNTY
130810165: 2018101260,01/10/2018 12:00:00 AM,500 W BEN WHITE BLVD SVRD WB,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3106712,10055516,3,78704,-,TRAVIS COUNTY
459620848: 2018100098,01/10/2018 12:00:00 AM,8004 S 1ST ST,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3098856,10039318,2,78748,24.23,TRAVIS COUNTY
339019167: 2018101005,01/10/2018 12:00:00 AM,E 10TH ST / RED RIVER ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116512,10071591,1,78701,-,TRAVIS COUNTY
458978399: 2018100687,01/10/2018 12:00:00 AM,3154 E SH 71 SVRD EB,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3146534,10047586,2,78617,-,TRAVIS COUNTY
317456897: 201891408,01/09/2018 12:00:00 AM,NORTH DR / E RUNDBERG LN,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129385,10104669,4,78753,-,TRAVIS COUNTY
459607213: 201891508,01/09/2018 12:00:00 AM,6800 BILL HUGHES RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3101309,10043975,2,78745,-,TRAVIS COUNTY
383059447: 201881029,01/08/2018 12:00:00 AM,EAST SUB / SPRINGDALE RD,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3127878,10067594,3,78702,21.11,TRAVIS COUNTY
33358779: 201881337,01/08/2018 12:00:00 AM,KASPER ST / MONTOPOLIS DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127261,10055654,3,78741,-,TRAVIS COUNTY
123339410: 201880685,01/08/2018 12:00:00 AM,1425 E 12TH ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120198,10072629,1,78702,-,TRAVIS COUNTY
459317441: 201870919,01/07/2018 12:00:00 AM,6402 BLUESKY WAY,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3102889,10044598,2,78745,-,TRAVIS COUNTY
459626256: 201871334,01/07/2018 12:00:00 AM,12702 ESPLANADE ST,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3128896,10125863,7,78727,18.48,TRAVIS COUNTY
184422429: 201871469,01/07/2018 12:00:00 AM,1400 NEWFIELD LN,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3107503,10076531,9,78703,-,TRAVIS COUNTY
459625864: 201870165,01/07/2018 12:00:00 AM,419 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115622,10070268,9,78701,-,TRAVIS COUNTY
458909208: 201871103,01/07/2018 12:00:00 AM,12885 N US 183 HWY SVRD NB,M,A,DEFENSIVE RESISTANCE,MINOR INJURY,3103580,10131811,6,78729,204.06,WILLIAMSON COUNTY
459122410: 201871041,01/07/2018 12:00:00 AM,207 W 18TH ST,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3114892,10075105,1,78701,7,TRAVIS COUNTY
459625801: 201860088,01/06/2018 12:00:00 AM,1500 BLOCK S IH 35 SVRD SB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116698,10061858,9,78704,14.02,TRAVIS COUNTY
